Link,Data,Hora,Liga,Rodada,Home,Away,H_gols_ft,A_gols_ft,H_gols_ht,A_gols_ht,H_posse,A_posse,H_xg,A_xg,H_chutes,A_chutes,H_chutes_alvo,A_chutes_alvo,H_escanteios,A_escanteios,H_faltas,A_faltas,H_amarelos,A_amarelos,H_vermelhos,A_vermelhos,H_ataques,A_ataques,H_ataques_perigosos,A_ataques_perigosos,H_defesas_goleiro,A_defesas_goleiro,H_passes,A_passes,H_acerto_passe,A_acerto_passe,H_passes_decisivos,A_passes_decisivos,H_cruzamentos,A_cruzamentos,H_dribles,A_dribles,H1_chutes_alvo,A1_chutes_alvo,H1_ataques,A1_ataques,H1_ataques_perigosos,A1_ataques_perigosos,H2_chutes_alvo,A2_chutes_alvo,H2_ataques,A2_ataques,H2_ataques_perigosos,A2_ataques_perigosos,Odd_h_open,Odd_d_open,Odd_a_open,Odd_h_close,Odd_d_close,Odd_a_close
https://redscores.com/pt-br/match/atletico-go-londrina/RhbxPob#1926698,2026-04-12,20:30,Serie B,Rodada 4,Atlético GO,Londrina,2,1,2,1,51.0,49.0,0.0,0.0,17,6,5,1,8,2,26,12,1,1,0,0,63,20,63,20,0,3,418,419,85.0,79.0,14,3,9,2,6,7,1,0,34,5,34,5,4,1,29,14,29,14,2.1,3.2,3.6,2.0,3.2,4.0
https://redscores.com/pt-br/match/botafogo-sp-atletico-go/VAxRhb#1926696,2026-04-19,16:00,Serie B,Rodada 5,Botafogo SP,Atlético GO,1,1,1,1,55.0,45.0,0.0,0.0,12,10,4,3,7,5,14,14,2,3,0,0,57,28,57,28,2,3,353,283,80.0,77.0,7,6,6,5,14,8,3,3,14,15,14,15,-2,0,-31,-64,-31,-64,2.3,3.1,3.25,2.45,2.87,3.2
https://redscores.com/pt-br/match/londrina-operario-pr/PobxE7B#1926532,2026-05-03,16:00,Serie B,Rodada 7,Operário PR,Londrina,3,0,3,0,56.0,44.0,0.0,0.0,14,10,5,3,5,4,11,16,2,5,0,0,24,48,24,48,3,2,465,361,85.0,86.0,8,7,2,3,7,8,3,2,12,21,12,21,2,1,12,26,12,26,1.9,3.1,4.33,1.75,3.3,5.25
https://redscores.com/pt-br/match/ponte-preta-america-mineiro/NBAxvvA#1926509,2026-04-24,20:00,Serie B,Rodada 6,Ponte Preta,América Mineiro,1,0,1,0,31.0,69.0,0.0,0.0,10,11,3,4,2,10,29,13,4,2,0,0,35,51,35,51,4,2,221,486,72.0,83.0,7,8,1,8,7,10,2,2,17,15,17,15,1,2,18,33,18,33,2.55,3.0,2.7,2.8,2.87,2.8
https://redscores.com/pt-br/match/novorizontino-athletic-club/nVAxSebA#1926714,2026-04-19,20:00,Serie B,Rodada 5,Novorizontino,Athletic Club,2,1,2,1,63.0,37.0,0.0,0.0,20,7,7,2,11,1,11,15,1,4,0,2,78,22,78,22,1,5,504,304,90.0,82.0,18,4,7,2,7,3,2,2,19,15,19,15,5,0,53,6,53,6,1.7,3.5,5.25,1.65,3.5,5.75
https://redscores.com/pt-br/match/atletico-go-vila-nova/RhbxXgB#1926708,2026-04-04,20:00,Serie B,Rodada 3,Vila Nova,Atlético GO,2,1,2,1,58.0,42.0,0.0,0.0,17,10,5,4,8,3,16,24,3,2,0,0,45,26,45,26,3,3,357,267,74.0,68.0,12,6,3,2,3,4,2,1,27,12,27,12,3,3,18,12,18,12,2.1,3.0,3.5,2.05,3.0,4.0
https://redscores.com/pt-br/match/nautico-athletic-club/jiBxSebA#1926511,2026-04-27,19:00,Serie B,Rodada 6,Athletic Club,Náutico,0,1,0,1,54.0,46.0,0.0,0.0,9,15,5,1,8,4,14,15,3,4,0,0,64,55,64,55,0,5,409,351,84.0,82.0,5,11,3,6,5,5,4,0,28,16,28,16,1,1,34,34,34,34,2.55,3.1,2.8,2.7,3.1,2.75
https://redscores.com/pt-br/match/ypiranga-erechim-itabaiana/RSAxJbb#1937137,2026-04-12,19:00,Serie C,Rodada 2,Itabaiana,Ypiranga Erechim,1,2,1,2,55.0,45.0,0.0,0.0,19,9,4,3,9,3,7,15,1,6,0,0,78,35,78,35,1,4,403,294,75.0,76.0,0,0,7,6,20,6,0,3,23,19,23,19,6,0,51,15,51,15,2.35,2.75,3.1,1.9,2.9,4.2
https://redscores.com/pt-br/match/anapolis-figueirense/U7xwtb#1949251,2026-04-26,17:00,Serie C,Rodada 4,Anápolis,Figueirense,3,1,3,1,52.0,48.0,0.0,0.0,13,9,5,2,3,3,0,0,2,3,1,0,28,32,28,32,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,5,17,5,17,3,2,23,15,23,15,2.37,2.9,2.87,2.2,3.0,3.1
https://redscores.com/pt-br/match/guarani-volta-redonda/g9x1DB#1937147,2026-04-12,18:30,Serie C,Rodada 2,Guarani,Volta Redonda,2,0,2,0,57.0,43.0,0.0,0.0,21,9,7,3,8,2,21,13,2,2,0,0,87,46,87,46,3,5,472,317,87.0,85.0,0,0,10,0,17,6,2,0,46,22,46,22,3,3,40,23,40,23,1.9,3.4,3.3,1.7,3.4,3.9
https://redscores.com/pt-br/match/paysandu-volta-redonda/A6x1DB#1937142,2026-04-05,19:00,Serie C,Rodada 1,Volta Redonda,Paysandu,0,1,0,1,51.0,49.0,0.0,0.0,7,11,3,4,3,7,16,18,3,2,0,0,59,52,59,52,3,4,337,335,79.0,82.0,0,0,2,5,11,8,0,2,23,22,23,22,2,3,31,29,31,29,1.95,3.2,3.5,1.95,3.2,3.6
https://redscores.com/pt-br/match/ferroviaria-floresta/cUx8de#1949262,2026-04-20,20:00,Serie C,Rodada 3,Floresta,Ferroviária,0,0,0,0,49.0,51.0,0.0,0.0,11,12,3,0,1,5,11,20,0,2,0,0,43,42,43,42,0,3,360,434,85.0,85.0,0,0,4,4,18,22,1,0,20,23,20,23,3,0,22,19,22,19,2.25,2.8,3.25,1.9,2.87,4.33
https://redscores.com/pt-br/match/maranhao-amazonas/iYbxvgBA#1949263,2026-04-18,20:30,Serie C,Rodada 3,Amazonas,Maranhão,2,0,2,0,51.0,49.0,0.0,0.0,10,10,4,3,1,4,25,16,5,3,0,0,87,54,87,54,3,2,356,352,79.0,77.0,0,0,4,1,9,3,0,0,36,22,36,22,4,2,50,32,50,32,1.61,3.2,5.25,1.53,3.3,5.75
https://redscores.com/pt-br/match/ypiranga-erechim-ituano/RSAx4rB#1949243,2026-05-05,15:00,Serie C,Rodada 5,Ypiranga Erechim,Ituano,2,0,2,0,46.0,54.0,0.0,0.0,12,17,3,5,9,9,15,15,2,3,0,0,80,98,80,98,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,2,36,40,36,40,2,3,44,54,44,54,2.1,3.0,3.3,2.05,3.0,3.3
https://redscores.com/pt-br/match/anapolis-ituano/U7x4rB#1937152,2026-04-05,17:00,Serie C,Rodada 1,Ituano,Anápolis,2,0,2,0,43.0,57.0,0.0,0.0,16,8,5,0,1,7,20,11,3,0,0,0,67,52,67,52,0,4,312,463,76.0,84.0,0,0,3,5,9,13,1,0,22,27,22,27,5,0,45,25,45,25,1.8,3.0,4.5,2.25,2.8,3.2
https://redscores.com/pt-br/match/figueirense-barra-fc/wtbxChD#1949254,2026-05-04,20:00,Serie C,Rodada 5,Figueirense,Barra FC,0,3,0,3,68.0,32.0,0.0,0.0,17,17,2,7,11,4,11,15,1,1,0,0,69,40,69,40,4,2,489,230,84.0,74.0,0,0,10,3,8,6,0,0,34,21,34,21,2,7,32,17,32,17,2.3,2.9,3.0,2.5,2.87,2.75
https://redscores.com/pt-br/match/inter-de-limeira-floresta/0PAx8de#1937150,2026-04-05,17:00,Serie C,Rodada 1,Inter de Limeira,Floresta,1,2,1,2,58.0,42.0,0.0,0.0,14,3,5,2,11,1,17,10,0,2,0,0,95,45,95,45,0,4,443,269,84.0,78.0,0,0,10,2,22,5,2,1,30,25,30,25,1,1,61,20,61,20,1.95,3.3,3.3,1.95,3.3,3.3
https://redscores.com/pt-br/match/itabaiana-santa-cruz/JbbxwLe#1937140,2026-04-06,20:00,Serie C,Rodada 1,Santa Cruz,Itabaiana,1,0,1,0,51.0,49.0,0.0,0.0,9,14,2,2,3,5,14,14,1,3,0,0,49,45,49,45,2,1,323,296,70.0,63.0,0,0,3,5,17,17,0,0,5,1,5,1,2,3,44,43,44,43,1.9,3.2,3.6,1.72,3.25,4.2
https://redscores.com/pt-br/match/ypiranga-erechim-caxias/RSAxHVb#1949256,2026-04-27,20:00,Serie C,Rodada 4,Caxias,Ypiranga Erechim,2,1,2,1,55.0,45.0,0.0,0.0,15,9,4,4,4,8,17,13,4,3,0,0,39,29,39,29,3,2,488,430,87.0,82.0,0,0,7,3,18,4,1,3,20,13,20,13,2,2,19,15,19,15,1.85,2.9,4.2,1.83,3.0,4.2
https://redscores.com/pt-br/match/paysandu-botafogo-pb/A6x3cb#1949255,2026-05-03,19:00,Serie C,Rodada 5,Paysandu,Botafogo PB,4,2,4,2,54.0,46.0,0.0,0.0,24,8,8,3,10,4,14,20,3,1,0,0,79,47,79,47,1,5,377,278,82.0,75.0,0,0,8,1,16,8,4,2,39,13,39,13,6,2,40,33,40,33,1.83,3.1,4.0,1.72,3.3,4.2
https://redscores.com/pt-br/match/itabaiana-maringa/JbbxpIB#1949248,2026-05-03,19:00,Serie C,Rodada 5,Maringá,Itabaiana,4,2,4,2,59.0,41.0,0.0,0.0,14,5,7,4,3,2,21,7,3,1,1,1,48,25,48,25,3,3,378,211,83.0,75.0,0,0,6,2,20,10,2,4,20,15,20,15,6,1,28,10,28,10,1.42,4.0,6.0,1.48,3.7,5.75
https://redscores.com/pt-br/match/ferroviaria-botafogo-pb/cUx3cb#1937148,2026-04-11,20:00,Serie C,Rodada 2,Ferroviária,Botafogo PB,0,2,0,2,59.0,41.0,0.0,0.0,16,9,3,4,9,2,18,16,3,2,0,0,76,43,76,43,2,3,480,325,82.0,77.0,0,0,9,6,21,7,2,0,30,25,30,25,3,4,41,18,41,18,2.62,2.87,2.55,2.35,3.0,2.75
https://redscores.com/pt-br/match/ferroviaria-anapolis/cUxU7#1949261,2026-05-03,17:00,Serie C,Rodada 5,Ferroviária,Anápolis,1,0,1,0,54.0,46.0,0.0,0.0,17,6,6,1,8,5,18,20,2,3,0,0,57,41,57,41,1,6,424,354,85.0,79.0,0,0,12,1,14,10,2,0,23,17,23,17,1,1,-40,-1,-40,-1,2.15,2.9,3.2,1.95,3.0,3.6
https://redscores.com/pt-br/match/inter-de-limeira-ituano/0PAx4rB#1949258,2026-04-18,17:00,Serie C,Rodada 3,Inter de Limeira,Ituano,1,1,1,1,47.0,53.0,0.0,0.0,17,12,5,2,7,3,9,11,3,1,1,0,41,33,41,33,1,4,304,364,74.0,79.0,0,0,3,8,14,6,2,0,12,13,12,13,3,1,28,17,28,17,2.05,3.0,3.4,2.05,3.0,3.4
https://redscores.com/pt-br/match/botafogo-pb-barra-fc/3cbxChD#1937139,2026-04-04,19:30,Serie C,Rodada 1,Botafogo PB,Barra FC,1,0,1,0,48.0,52.0,0.0,0.0,14,13,7,5,9,3,10,13,3,1,0,0,74,55,74,55,5,6,385,421,83.0,85.0,0,0,10,3,9,9,0,1,36,20,36,20,1,1,38,33,38,33,2.4,3.1,2.7,1.85,3.3,3.7
https://redscores.com/pt-br/match/anapolis-ypiranga-erechim/U7xRSA#1949237,2026-04-18,19:30,Serie C,Rodada 3,Ypiranga Erechim,Anápolis,3,0,3,0,54.0,46.0,0.0,0.0,15,7,7,5,4,4,13,10,2,1,0,0,67,58,67,58,5,4,426,344,84.0,83.0,0,0,6,4,19,9,0,3,38,27,38,27,6,3,27,31,27,31,1.85,3.1,4.0,1.6,3.5,5.0
https://redscores.com/pt-br/match/caxias-confianca/HVbxUiB#1937145,2026-04-12,17:00,Serie C,Rodada 2,Caxias,Confiança,1,0,1,0,49.0,51.0,0.0,0.0,9,6,1,2,5,3,0,0,3,4,0,0,62,51,62,51,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,32,16,32,16,1,2,29,33,29,33,2.0,2.87,3.8,1.65,3.2,5.25
https://redscores.com/pt-br/match/maranhao-barra-fc/iYbxChD#1949171,2026-04-11,20:00,Serie C,Rodada 2,Barra FC,Maranhão,3,0,3,0,56.0,44.0,0.0,0.0,11,5,6,2,4,4,0,0,3,3,0,0,55,55,55,55,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,2,24,20,24,20,4,0,31,34,31,34,1.8,3.0,4.75,1.7,3.2,5.0
https://redscores.com/pt-br/match/ferroviaria-guarani/cUxg9#1949252,2026-04-27,20:00,Serie C,Rodada 4,Ferroviária,Guarani,2,2,2,2,34.0,66.0,0.0,0.0,8,22,3,3,3,7,16,13,2,4,0,0,26,41,26,41,1,1,286,573,77.0,84.0,0,0,2,10,7,16,1,2,7,19,7,19,2,1,19,21,19,21,3.1,2.8,2.3,5.0,3.0,1.72
https://redscores.com/pt-br/match/brusque-caxias/KvAxHVb#1937151,2026-04-04,18:00,Serie C,Rodada 1,Brusque,Caxias,2,1,2,1,43.0,57.0,0.0,0.0,11,25,4,4,7,8,13,9,3,0,0,0,73,99,73,99,3,2,316,393,77.0,86.0,0,0,6,6,17,21,2,2,40,39,40,39,2,3,31,55,31,55,1.83,3.2,3.9,2.3,2.62,3.3
https://redscores.com/pt-br/match/confianca-santa-cruz/UiBxwLe#1949241,2026-04-18,16:00,Serie C,Rodada 3,Confiança,Santa Cruz,1,0,1,0,48.0,52.0,0.0,0.0,17,10,5,2,2,5,17,7,1,2,0,0,38,41,38,41,2,4,426,385,89.0,88.0,0,0,4,7,9,6,4,0,17,11,17,11,1,2,21,27,21,27,2.6,2.87,2.6,2.35,2.9,2.9
https://redscores.com/pt-br/match/maringa-ituano/pIBx4rB#1949257,2026-04-26,19:00,Serie C,Rodada 4,Ituano,Maringá,4,1,4,1,41.0,59.0,0.0,0.0,15,23,6,7,1,9,17,16,2,3,0,1,41,43,41,43,6,2,265,405,79.0,83.0,0,0,3,6,20,23,2,4,16,15,16,15,3,4,24,27,24,27,2.62,3.0,2.45,2.9,3.0,2.25
https://redscores.com/pt-br/match/inter-de-limeira-confianca/0PAxUiB#1949247,2026-05-02,19:00,Serie C,Rodada 5,Confiança,Inter de Limeira,0,1,0,1,66.0,34.0,0.0,0.0,11,9,2,5,6,2,10,21,1,4,0,0,64,33,64,33,4,3,518,240,84.0,78.0,0,0,8,3,16,17,1,1,28,16,28,16,1,3,14,13,14,13,1.8,3.1,4.0,1.9,3.1,3.75
https://redscores.com/pt-br/match/maranhao-floresta/iYbx8de#1949259,2026-05-04,20:00,Serie C,Rodada 5,Floresta,Maranhão,1,2,1,2,53.0,47.0,0.0,0.0,12,13,1,4,2,4,15,17,3,6,0,0,59,46,59,46,2,0,421,388,82.0,82.0,0,0,5,4,13,9,0,3,22,18,22,18,1,1,33,25,33,25,1.7,2.9,5.0,1.85,2.8,4.5
https://redscores.com/pt-br/match/brusque-confianca/KvAxUiB#1949245,2026-04-25,17:00,Serie C,Rodada 4,Brusque,Confiança,2,1,2,1,52.0,48.0,0.0,0.0,15,15,5,4,6,9,13,17,1,3,0,0,37,31,37,31,3,3,358,336,83.0,85.0,0,0,6,5,25,12,1,3,11,18,11,18,6,1,26,13,26,13,2.1,2.87,3.4,2.25,2.8,3.1
https://redscores.com/pt-br/match/guarani-maranhao/g9xiYb#1937143,2026-04-04,17:00,Serie C,Rodada 1,Maranhão,Guarani,1,1,1,1,34.0,66.0,0.0,0.0,10,21,4,7,5,16,10,16,2,4,0,0,67,135,67,135,6,3,239,492,79.0,85.0,0,0,3,10,11,11,2,1,18,61,18,61,2,3,49,73,49,73,3.0,3.4,2.05,2.9,3.3,2.1
https://redscores.com/pt-br/match/botafogo-pb-floresta/3cbx8de#1949242,2026-04-25,19:30,Serie C,Rodada 4,Botafogo PB,Floresta,1,2,1,2,63.0,37.0,0.0,0.0,15,13,2,5,8,6,13,11,1,1,0,0,40,42,40,42,3,1,526,302,87.0,82.0,0,0,12,8,8,7,1,3,21,16,21,16,1,3,19,26,19,26,1.6,3.2,5.25,1.57,3.0,6.25
https://redscores.com/pt-br/match/anapolis-inter-de-limeira/U7x0PA#1937146,2026-04-12,17:00,Serie C,Rodada 2,Anápolis,Inter de Limeira,1,2,1,2,59.0,41.0,0.0,0.0,8,10,3,4,5,3,0,0,2,5,0,1,76,57,76,57,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,2,23,31,23,31,1,2,52,26,52,26,1.9,2.9,4.0,2.05,2.9,3.4
https://redscores.com/pt-br/match/inter-de-limeira-barra-fc/0PAxChD#1949244,2026-04-26,17:00,Serie C,Rodada 4,Barra FC,Inter de Limeira,2,2,2,2,46.0,54.0,0.0,0.0,13,13,3,4,6,7,16,18,1,2,0,0,17,32,17,32,2,2,373,424,81.0,85.0,0,0,6,5,6,12,3,2,8,12,8,12,2,6,8,20,8,20,1.95,3.0,3.6,1.9,3.0,3.8
https://redscores.com/pt-br/match/caxias-amazonas/HVbxvgBA#1949239,2026-05-03,17:00,Serie C,Rodada 5,Amazonas,Caxias,1,1,1,1,63.0,37.0,0.0,0.0,12,14,1,8,1,1,16,21,5,4,0,0,94,73,94,73,8,0,380,258,76.0,68.0,0,0,3,7,10,23,1,3,48,27,48,27,1,1,2,46,2,46,1.9,2.9,3.8,1.85,3.0,3.9
https://redscores.com/pt-br/match/confianca-amazonas/UiBxvgBA#1937144,2026-04-05,19:00,Serie C,Rodada 1,Confiança,Amazonas,0,1,0,1,57.0,43.0,0.0,0.0,7,15,3,7,5,5,18,20,0,4,0,0,51,39,51,39,6,4,388,303,79.0,78.0,0,0,3,4,17,12,3,4,23,20,23,20,1,3,24,18,24,18,2.15,3.0,3.2,1.9,3.1,3.8
https://redscores.com/pt-br/match/figueirense-maringa/wtbxpIB#1937138,2026-04-13,20:00,Serie C,Rodada 2,Figueirense,Maringá,1,3,1,3,70.0,30.0,0.0,0.0,21,17,5,5,12,8,8,20,2,4,0,0,96,50,96,50,2,4,475,214,85.0,74.0,0,0,7,0,23,16,1,2,43,21,43,21,3,3,48,28,48,28,2.7,2.9,2.5,2.55,3.0,2.6
https://redscores.com/pt-br/match/maranhao-volta-redonda/iYbx1DB#1949250,2026-04-25,19:30,Serie C,Rodada 4,Maranhão,Volta Redonda,2,1,2,1,56.0,44.0,0.0,0.0,16,12,5,1,5,6,13,12,2,3,0,0,39,33,39,33,1,3,418,332,83.0,80.0,0,0,4,0,14,16,4,1,21,13,21,13,1,1,18,20,18,20,2.15,3.0,3.1,2.45,2.87,2.75
https://redscores.com/pt-br/match/ferroviaria-maringa/cUxpIB#1937141,2026-04-04,19:30,Serie C,Rodada 1,Maringá,Ferroviária,3,2,3,2,74.0,26.0,0.0,0.0,23,8,9,3,9,3,10,19,3,7,0,1,31,22,31,22,1,6,436,164,87.0,67.0,0,0,7,2,15,3,0,1,19,12,19,12,3,1,12,10,12,10,1.48,3.6,6.25,1.36,4.0,8.0
https://redscores.com/pt-br/match/caxias-volta-redonda/HVbx1DB#1949264,2026-04-18,18:15,Serie C,Rodada 3,Volta Redonda,Caxias,1,0,1,0,43.0,57.0,0.0,0.0,13,12,3,4,7,3,0,0,2,4,0,0,48,63,48,63,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,2,23,25,23,25,2,2,25,38,25,38,2.15,2.9,3.2,2.2,2.9,3.1
https://redscores.com/pt-br/match/santa-cruz-amazonas/wLexvgBA#1949235,2026-04-26,16:00,Serie C,Rodada 4,Santa Cruz,Amazonas,0,1,0,1,60.0,40.0,0.0,0.0,10,9,2,2,9,7,10,21,3,6,1,0,41,23,41,23,1,2,381,249,82.0,76.0,0,0,12,1,13,4,1,1,16,14,16,14,1,1,25,9,25,9,2.15,3.0,3.2,1.9,3.1,3.9
https://redscores.com/pt-br/match/brusque-volta-redonda/KvAx1DB#1949238,2026-05-03,17:00,Serie C,Rodada 5,Volta Redonda,Brusque,1,1,1,1,57.0,43.0,0.0,0.0,21,9,8,4,8,5,10,18,2,3,0,0,105,46,105,46,3,7,477,336,86.0,79.0,0,0,7,0,22,7,3,3,37,27,37,27,1,-2,5,1,5,1,2.05,2.87,3.5,1.75,3.0,4.5
https://redscores.com/pt-br/match/paysandu-itabaiana/A6xJbb#1949236,2026-04-25,17:00,Serie C,Rodada 4,Itabaiana,Paysandu,1,4,1,4,47.0,53.0,0.0,0.0,14,13,8,8,5,5,15,12,2,2,0,0,41,39,41,39,4,7,381,434,80.0,80.0,0,0,8,3,6,12,3,0,16,13,16,13,4,6,25,26,25,26,2.7,2.87,2.45,2.4,2.9,2.75
https://redscores.com/pt-br/match/guarani-santa-cruz/g9xwLe#1949246,2026-05-02,17:00,Serie C,Rodada 5,Guarani,Santa Cruz,1,0,1,0,59.0,41.0,0.0,0.0,21,4,4,1,6,1,24,15,3,3,0,0,94,51,94,51,1,3,394,276,84.0,75.0,0,0,6,1,22,6,2,0,47,17,47,17,5,0,46,33,46,33,1.66,3.2,4.75,1.66,3.4,4.5
https://redscores.com/pt-br/match/ypiranga-erechim-figueirense/RSAxwtb#1937149,2026-04-06,20:00,Serie C,Rodada 1,Ypiranga Erechim,Figueirense,1,1,1,1,53.0,47.0,0.0,0.0,14,12,7,2,4,5,18,14,3,2,0,0,59,52,59,52,1,6,479,420,83.0,82.0,0,0,5,3,16,18,5,1,32,15,32,15,3,1,27,37,27,37,2.1,3.0,3.25,2.2,2.87,3.2
https://redscores.com/pt-br/match/ituano-amazonas/4rBxvgBA#1949195,2026-04-12,19:00,Serie C,Rodada 2,Amazonas,Ituano,3,0,3,0,63.0,37.0,0.0,0.0,15,6,5,2,7,1,16,12,2,2,0,0,74,55,74,55,3,2,470,261,81.0,75.0,0,0,10,0,16,9,0,2,52,22,52,22,5,0,22,30,22,30,1.9,3.0,4.0,1.75,3.1,4.5
https://redscores.com/pt-br/match/paysandu-brusque/A6xKvA#1949168,2026-04-12,17:00,Serie C,Rodada 2,Paysandu,Brusque,1,1,1,1,68.0,32.0,0.0,0.0,28,5,8,3,18,1,9,20,2,5,0,0,106,28,106,28,2,7,436,200,84.0,67.0,0,0,10,2,29,6,5,2,48,14,48,14,5,3,58,14,58,14,1.95,3.2,3.5,1.66,3.5,4.5
https://redscores.com/pt-br/match/floresta-santa-cruz/8dexwLe#1937136,2026-04-11,17:00,Serie C,Rodada 2,Floresta,Santa Cruz,1,1,1,1,43.0,57.0,0.0,0.0,12,14,3,4,0,6,15,13,2,1,0,0,59,71,59,71,3,2,378,480,87.0,87.0,0,0,2,13,5,9,1,2,22,29,22,29,2,2,36,42,36,42,2.87,2.87,2.45,2.87,2.87,2.45
https://redscores.com/pt-br/match/brusque-maringa/KvAxpIB#1949240,2026-04-20,20:00,Serie C,Rodada 3,Maringá,Brusque,2,3,2,3,75.0,25.0,0.0,0.0,21,8,6,5,14,0,14,12,3,4,0,0,110,28,110,28,2,5,525,177,85.0,65.0,0,0,13,3,23,10,1,2,37,14,37,14,4,2,72,13,72,13,1.42,3.7,6.5,1.48,3.7,5.75
https://redscores.com/pt-br/match/guarani-itabaiana/g9xJbb#1949260,2026-04-19,16:30,Serie C,Rodada 3,Guarani,Itabaiana,1,1,1,1,68.0,32.0,0.0,0.0,14,9,4,3,9,5,13,19,2,3,0,0,110,54,110,54,2,3,508,194,85.0,73.0,0,0,8,5,10,7,1,1,15,7,15,7,4,2,0,1,0,1,1.4,3.6,7.5,1.36,3.8,8.5
https://redscores.com/pt-br/match/paysandu-barra-fc/A6xChD#1949253,2026-04-18,18:30,Serie C,Rodada 3,Paysandu,Barra FC,1,1,1,1,67.0,33.0,0.0,0.0,11,8,3,4,6,5,15,24,3,5,0,0,77,48,77,48,3,3,441,207,81.0,71.0,0,0,6,4,19,13,2,2,35,12,35,12,4,2,41,36,41,36,2.1,2.8,3.6,1.7,3.1,5.0
https://redscores.com/pt-br/match/botafogo-pb-figueirense/3cbxwtb#1949249,2026-04-19,18:30,Serie C,Rodada 3,Figueirense,Botafogo PB,2,1,2,1,58.0,42.0,0.0,0.0,17,11,8,3,7,1,13,14,2,4,0,1,70,41,70,41,2,7,421,335,85.0,79.0,0,0,9,5,16,13,2,1,19,31,19,31,2,1,51,10,51,10,2.7,2.8,2.55,2.45,2.87,2.75
https://redscores.com/match/sao-paulo-fortaleza/J6xl8#1661293,2025-10-02,19:30,Serie A,Rodada 26,Fortaleza,São Paulo,0,2,0,2,75.0,25.0,1.07,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/palmeiras-sao-paulo/d5xJ6#1661298,2025-10-05,16:00,Serie A,Rodada 27,São Paulo,Palmeiras,2,3,2,3,51.0,49.0,1.45,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/vasco-da-gama-sport-recife/MFxrt#1661078,2025-04-12,21:00,Serie A,Rodada 3,Vasco da Gama,Sport Recife,3,1,3,1,45.0,55.0,1.41,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/sao-paulo-ceara/J6xkIB#1661280,2025-09-29,20:00,Serie A,Rodada 25,São Paulo,Ceará,0,1,0,1,61.0,39.0,1.01,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/vasco-da-gama-palmeiras/MFxd5#1661288,2025-10-01,19:00,Serie A,Rodada 26,Palmeiras,Vasco da Gama,3,0,3,0,44.0,56.0,2.49,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/juventude-palmeiras/Yxd5#1661339,2025-11-02,18:30,Serie A,Rodada 31,Juventude,Palmeiras,0,2,0,2,51.0,49.0,0.7,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/vasco-da-gama-fortaleza/MFxl8#1661132,2025-05-17,18:30,Serie A,Rodada 9,Vasco da Gama,Fortaleza,3,0,3,0,50.0,50.0,1.44,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
https://redscores.com/match/vasco-da-gama-sao-paulo/MFxJ6#1661162,2025-06-12,21:30,Serie A,Rodada 12,São Paulo,Vasco da Gama,1,3,1,3,51.0,49.0,0.55,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
