id_jogo,pais,liga,div,temporada,rodada,data,hora,home,away,h_gols_ft,a_gols_ft,h_gols_ht,a_gols_ht,h_min_gols,a_min_gols,odd_h_ft,odd_d_ft,odd_a_ft,odd_h_ht,odd_d_ht,odd_a_ht,over_1.5_ft,under_1.5_ft,over_2.5_ft,under_2.5_ft,over_3.5_ft,under_3.5_ft,btts_yes,btts_no,dc_1x,dc_12,dc_x2
23OnWSoL,EGYPT,Primeira Liga 2025-2026,EGYPT 1,2025,RODADA 12,23/05/2026,14:00,Modern Sport,Ghazl El Mahallah,,,,,,,2.75,2.62,3.0,3.65,1.72,3.9,1.6,2.05,3.0,1.32,5.5,1.07,2.3,1.55,1.39,1.42,1.45
xQsYGuJb,SLOVENIA,Prva Liga 2025-2026,SLOVENIA 1,2025,RODADA 36,23/05/2026,12:30,Maribor,Aluminij,,,,,,,1.35,4.5,6.0,1.81,2.54,5.66,1.07,7.0,1.33,3.0,1.78,1.78,1.6,2.2,1.08,1.12,2.45
h29Fbb3U,SLOVENIA,Prva Liga 2025-2026,SLOVENIA 1,2025,RODADA 36,23/05/2026,15:15,Bravo,O. Ljubljana,,,,,,,2.47,3.15,2.33,3.0,1.99,2.55,1.26,3.14,1.78,1.81,2.83,1.32,1.54,1.91,1.36,1.23,1.33
0joS6iOt,FINLAND,Veikkausliiga 2026,FINLAND 1,2026,RODADA 8,23/05/2026,08:00,Inter Turku,TPS Turku,,,,,,,1.32,4.75,7.0,1.75,2.45,6.66,1.17,4.5,1.6,2.2,2.75,1.4,1.95,1.73,1.08,1.13,2.54
UVxq39N5,FINLAND,Veikkausliiga 2026,FINLAND 1,2026,RODADA 8,23/05/2026,11:00,Ilves,Gnistan,,,,,,,1.63,4.0,4.0,2.08,2.42,4.2,1.19,4.04,1.66,2.05,2.58,1.42,1.54,2.25,1.2,1.18,1.92
QcWi1mhI,FINLAND,Veikkausliiga 2026,FINLAND 1,2026,RODADA 8,23/05/2026,11:00,Jaro,Mariehamn,,,,,,,1.87,3.55,3.75,2.52,2.22,4.23,1.25,3.65,1.77,2.0,2.9,1.38,1.71,1.99,1.22,1.24,1.81
M5Zz5Vhg,FINLAND,Veikkausliiga 2026,FINLAND 1,2026,RODADA 8,23/05/2026,11:00,KuPS,Lahti,,,,,,,1.65,3.55,4.45,2.1,2.3,5.15,1.24,3.53,1.8,1.86,2.95,1.33,1.85,1.85,1.17,1.24,1.94
bBUaaRMU,FINLAND,Veikkausliiga 2026,FINLAND 1,2026,RODADA 8,23/05/2026,11:00,SJK,Oulu,,,,,,,2.6,3.5,2.38,3.2,2.3,3.0,1.23,3.9,1.66,2.06,2.49,1.45,1.62,2.2,1.53,1.29,1.5
2B6nCZP0,ISRAEL,Ligat ha'Al 2025-2026,ISRAEL 1,2025,RODADA 36,23/05/2026,12:00,H. Petah Tikva,M. Tel Aviv,,,,,,,5.14,4.2,1.55,5.25,2.52,1.95,1.11,5.5,1.44,2.6,2.2,1.6,1.53,2.35,2.49,1.16,1.12
zP4fADfD,ISRAEL,Ligat ha'Al 2025-2026,ISRAEL 1,2025,RODADA 36,23/05/2026,15:00,B. Jerusalem,H. Tel Aviv,,,,,,,1.91,3.55,3.3,2.05,2.31,4.0,1.13,5.2,1.5,2.4,2.25,1.57,1.51,2.18,1.2,1.21,1.68
2VdtYGnK,ISRAEL,Ligat ha'Al 2025-2026,ISRAEL 1,2025,RODADA 36,23/05/2026,15:00,H. Beer Sheva,M. Haifa,,,,,,,1.51,4.07,4.74,1.9,2.55,5.23,1.16,4.5,1.5,2.4,2.22,1.6,1.6,2.11,1.13,1.16,2.11
v9LGSxEb,LITHUANIA,Toplyga 2026,LITHUANIA 1,2026,RODADA 15,23/05/2026,08:15,Suduva,Kauno Zalgiris,,,,,,,3.65,3.35,1.86,4.41,2.15,2.5,1.27,2.8,1.85,1.64,3.0,1.23,1.74,1.83,1.63,1.23,1.21
U9R2VddD,PARAGUAY,Copa de Primera 2026,PARAGUAY 1,2026,RODADA 22,23/05/2026,16:00,Sp. Luqueño,Olimpia Asuncion,,,,,,,3.65,3.35,1.89,3.88,2.1,2.32,1.29,3.5,1.9,1.87,3.4,1.3,1.7,1.92,1.68,1.26,1.23
pnyorztJ,PARAGUAY,Copa de Primera 2026,PARAGUAY 1,2026,RODADA 22,23/05/2026,18:15,Recoleta,Guarani,,,,,,,3.1,3.0,2.1,3.75,2.0,2.83,1.33,3.25,2.05,1.75,3.8,1.25,1.8,1.9,1.55,1.25,1.28
MNO7Fcq9,PERU,Liga 1 2026,PERU 1,2026,RODADA 16,23/05/2026,14:45,Moquegua,Universitario,,,,,,,5.0,3.5,1.67,5.0,2.25,2.25,1.32,3.0,1.87,1.73,3.33,1.26,1.83,1.83,2.15,1.29,1.17
Gp034Xz8,PERU,Liga 1 2026,PERU 1,2026,RODADA 16,23/05/2026,17:00,Cajamarca,Sport Boys,,,,,,,1.95,3.2,3.4,2.57,2.16,4.0,1.29,3.3,1.95,1.75,3.6,1.25,1.75,1.95,1.25,1.27,1.62
ruKSifi2,PERU,Liga 1 2026,PERU 1,2026,RODADA 16,23/05/2026,19:15,Cusco,Grau,,,,,,,1.63,3.6,4.33,2.2,2.25,5.0,1.26,3.2,1.82,1.8,2.98,1.3,1.8,1.9,1.16,1.23,1.88
jsulaxaS,PERU,Liga 1 2026,PERU 1,2026,RODADA 16,23/05/2026,22:30,Alianza Lima,Los Chankas,,,,,,,1.32,4.75,9.0,1.76,2.45,8.0,1.23,3.85,1.74,2.01,2.7,1.41,2.16,1.62,1.06,1.14,2.71
tx43tLaB,URUGUAY,Liga AUF Uruguaia 2026,URUGUAY 1,2026,RODADA 2,23/05/2026,10:00,Progreso,Montevideo City,,,,,,,3.5,3.0,2.0,4.33,2.05,2.62,1.29,3.3,2.0,1.73,3.6,1.25,1.95,1.75,1.61,1.3,1.23
AHywwngJ,URUGUAY,Liga AUF Uruguaia 2026,URUGUAY 1,2026,RODADA 2,23/05/2026,15:00,Cerro Largo,Boston River,,,,,,,2.25,2.9,3.0,3.0,2.0,3.75,1.36,2.88,2.25,1.57,4.0,1.2,1.9,1.8,1.32,1.3,1.48
l27BvaUN,URUGUAY,Liga AUF Uruguaia 2026,URUGUAY 1,2026,RODADA 2,23/05/2026,18:30,Nacional,Albion,,,,,,,1.75,3.71,4.36,2.28,2.15,4.7,1.25,3.6,1.91,1.8,3.3,1.29,1.76,1.94,1.18,1.24,1.98
zeTH1jj2,VENEZUELA,Liga FUTVE 2026,VENEZUELA 1,2026,RODADA 5,23/05/2026,19:00,Portuguesa,La Guaira,,,,,,,2.5,2.8,2.83,3.2,1.9,3.4,1.4,2.88,2.38,1.57,4.5,1.2,1.95,1.75,1.35,1.33,1.41
SlG3Pgr9,VENEZUELA,Liga FUTVE 2026,VENEZUELA 1,2026,RODADA 5,23/05/2026,19:00,Puerto Cabello,Universidad Central,,,,,,,1.82,3.4,4.3,2.39,2.13,4.93,1.28,3.1,1.89,1.75,3.15,1.28,1.92,1.78,1.19,1.29,1.95
nDQDdppB,SOUTH AFRICA,Premiership 2025-2026,SOUTH AFRICA 1,2025,RODADA 30,23/05/2026,10:00,Durban City,AmaZulu,,,,,,,2.09,2.83,3.37,2.7,1.91,3.99,1.45,2.43,2.39,1.47,4.3,1.15,1.96,1.68,1.27,1.36,1.61
hEX4b6Fb,SOUTH AFRICA,Premiership 2025-2026,SOUTH AFRICA 1,2025,RODADA 30,23/05/2026,10:00,Golden Arrows,TS Galaxy,,,,,,,2.1,2.9,3.25,2.71,2.05,3.8,1.36,2.75,2.11,1.6,3.65,1.21,1.9,1.8,1.26,1.28,1.52
plUd0Spn,SOUTH AFRICA,Premiership 2025-2026,SOUTH AFRICA 1,2025,RODADA 30,23/05/2026,10:00,Kaizer Chiefs,Chippa United,,,,,,,1.4,3.8,6.5,1.9,2.25,6.66,1.35,2.75,2.03,1.65,3.65,1.21,2.2,1.6,1.09,1.16,2.25
