liga,hora,home,away,link_confronto
China - Super League,08:00,Tianjin Jinmen Tiger,Henan Songshan Longmen,https://redscores.com/pt-br/match/tianjin-jinmen-tiger-henan-songshan-longmen/vVxfib
China - Super League,08:35,Shenzhen Peng City,Qingdao Youth Island,https://redscores.com/pt-br/match/shenzhen-peng-city-qingdao-youth-island/k0cxqfeA
Argentina - Primera B Nacional,15:15,Chacarita Juniors,Gimnasia Mendoza,https://redscores.com/pt-br/match/chacarita-juniors-gimnasia-mendoza/a7bxh0B
Argentina - Primera B Nacional,15:30,Alvarado,All Boys,https://redscores.com/pt-br/match/all-boys-alvarado/6gbxuGb
Argentina - Primera B Nacional,15:30,Club Atlético Güemes,San Miguel,https://redscores.com/pt-br/match/club-atletico-guemes-san-miguel/f1BxQ5B
Argentina - Primera B Nacional,15:30,Patronato,Almagro,https://redscores.com/pt-br/match/patronato-almagro/H2Ax34B
Argentina - Primera B Nacional,15:30,Deportivo Madryn,Arsenal de Sarandi,https://redscores.com/pt-br/match/arsenal-de-sarandi-deportivo-madryn/9rAxPZB
Argentina - Primera B Nacional,15:30,Defensores Unidos,Temperley,https://redscores.com/pt-br/match/temperley-defensores-unidos/lvbxT5B
Argentina - Primera B Nacional,16:30,Deportivo Maipú,Colegiales,https://redscores.com/pt-br/match/colegiales-deportivo-maipu/fIBxlQB
Argentina - Primera B Nacional,19:00,Estudiantes Río Cuarto,Almirante Brown,https://redscores.com/pt-br/match/estudiantes-rio-cuarto-almirante-brown/yiBxlMB
Argentina - Primera B Nacional,20:30,San Martín Tucumán,Quilmes,https://redscores.com/pt-br/match/quilmes-san-martin-tucuman/pebxpub
Bolívia - Liga De Futbol Prof,16:00,Gualberto Villarroel SJ,Bolívar,https://redscores.com/pt-br/match/bolivar-gualberto-villarroel-sj/MvAxwUFA
Bolívia - Liga De Futbol Prof,18:15,Universitario de Vinto,Wilstermann,https://redscores.com/pt-br/match/wilstermann-universitario-de-vinto/u6xvSeA
Bolívia - Liga De Futbol Prof,20:30,Blooming,San Antonio Bulo Bulo,https://redscores.com/pt-br/match/blooming-san-antonio-bulo-bulo/c3AxsSeA
Brasil - Serie B,16:00,Novorizontino,Vila Nova,https://redscores.com/pt-br/match/novorizontino-vila-nova/nVAxXgB
Brasil - Serie B,16:00,Criciúma EC B,Paysandu,https://redscores.com/pt-br/match/paysandu-criciuma-ec-b/A6xLRGA
Brasil - Serie B,18:00,Remo,CRB,https://redscores.com/pt-br/match/crb-remo/NuAxKdB
Brasil - Serie B,18:30,Botafogo SP,Ferroviária,https://redscores.com/pt-br/match/botafogo-sp-ferroviaria/VAxcU
Brasil - Serie B,20:30,Cuiabá,Athletic Club,https://redscores.com/pt-br/match/cuiaba-athletic-club/roAxSebA
Brasil - Serie C,16:30,São Bernardo,Floresta,https://redscores.com/pt-br/match/sao-bernardo-floresta/3UAx8de
Brasil - Serie C,19:00,Caxias,Londrina,https://redscores.com/pt-br/match/londrina-caxias/PobxHVb
Chile - Primera Division,15:00,La Serena,Universidad Chile,https://redscores.com/pt-br/match/universidad-chile-la-serena/2bxN5
Colômbia - Liga BetPlay,16:00,América de Cali,Envigado,https://redscores.com/pt-br/match/america-de-cali-envigado/7ObxD7B
Colômbia - Liga BetPlay,18:10,Rionegro Águilas,Deportivo Cali,https://redscores.com/pt-br/match/rionegro-aguilas-deportivo-cali/Zbxb6
Colômbia - Liga BetPlay,20:20,Santa Fe,La Equidad,https://redscores.com/pt-br/match/la-equidad-santa-fe/EUbxAlB
Colômbia - Liga BetPlay,22:30,Junior FC,Deportivo Pasto,https://redscores.com/pt-br/match/junior-fc-deportivo-pasto/WCbxlNB
Coréia do Sul - K-League 1,04:30,Jeju United,Suwon,https://redscores.com/pt-br/match/suwon-jeju-united/ZhxVEb
Coréia do Sul - K-League 1,04:30,Anyang,Gwangju,https://redscores.com/pt-br/match/gwangju-anyang/TfAxUEb
Coréia do Sul - K League 2,04:30,Gyeongnam,Ansan Greeners,https://redscores.com/pt-br/match/ansan-greeners-gyeongnam/uuAx2eb
Coréia do Sul - K League 2,04:30,Hwaseong,Busan I'Park,https://redscores.com/pt-br/match/busan-i-park-hwaseong/dwx44c
Coréia do Sul - K League 2,07:00,Seoul E.,Incheon United,https://redscores.com/pt-br/match/incheon-united-seoul-e/O1AxP7B
Coréia do Sul - K League 2,07:00,Gimpo,Seongnam,https://redscores.com/pt-br/match/seongnam-gimpo/d8x05c
Equador - Liga Pro,18:00,Universidad Católica,Deportivo Cuenca,https://redscores.com/pt-br/match/deportivo-cuenca-universidad-catolica/2UbxiDc
Equador - Liga Pro,18:00,Orense,Emelec,https://redscores.com/pt-br/match/emelec-orense/e2bxtGu
Equador - Liga Pro,18:00,Libertad,Cuniburo,https://redscores.com/pt-br/match/libertad-cuniburo/JDEAxcjfA
Equador - Liga Pro,18:00,Independiente del Valle,Delfin,https://redscores.com/pt-br/match/delfin-independiente-del-valle/Eubx55B
Equador - Liga Pro,18:00,Técnico Universitario,LDU Quito,https://redscores.com/pt-br/match/ldu-quito-tecnico-universitario/V3bxIDc
Estônia - Meistriliiga,08:30,Nõmme Kalju,Flora,https://redscores.com/pt-br/match/nomme-kalju-flora/wXAxRkb
Estônia - Meistriliiga,11:00,Levadia,Tallinna Kalev,https://redscores.com/pt-br/match/tallinna-kalev-levadia/8eAxeFA
Islândia - Pepsideild,10:00,Vestri,ÍBV,https://redscores.com/pt-br/match/ibv-vestri/9GxmIb
Islândia - Pepsideild,13:00,Afturelding,KA,https://redscores.com/pt-br/match/ka-afturelding/C8Axgzb
Islândia - Pepsideild,16:15,Fram,Valur,https://redscores.com/pt-br/match/valur-fram/AYxaRA
Japão - J-League,05:00,Yokohama,Shonan Bellmare,https://redscores.com/pt-br/match/shonan-bellmare-yokohama/GuxbU
Japão - J-League,06:00,Tokyo,Yokohama F. Marinos,https://redscores.com/pt-br/match/yokohama-f-marinos-tokyo/FWx9Y
Japão - J-League,06:30,Cerezo Osaka,Kyoto Sanga,https://redscores.com/pt-br/match/kyoto-sanga-cerezo-osaka/q6xR8
Japão - J-League,07:00,Kawasaki Frontale,Kashiwa Reysol,https://redscores.com/pt-br/match/kashiwa-reysol-kawasaki-frontale/3cxPBA
Japão - J2-League,01:00,Blaublitz Akita,V-Varen Nagasaki,https://redscores.com/pt-br/match/v-varen-nagasaki-blaublitz-akita/VUbxm4c
Japão - J2-League,02:00,Mito Hollyhock,Fujieda MYFC,https://redscores.com/pt-br/match/mito-hollyhock-fujieda-myfc/4ycxQ4c
Japão - J2-League,03:00,Kataller Toyama,Tokushima Vortis,https://redscores.com/pt-br/match/tokushima-vortis-kataller-toyama/rNAxyyc
Noruega - Obos-Ligaen,09:30,Sogndal,Kongsvinger,https://redscores.com/pt-br/match/kongsvinger-sogndal/p3AxGLb
Paraguai - Division 1,15:30,2 de Mayo,General Caballero JLM,https://redscores.com/pt-br/match/2-de-mayo-general-caballero-jlm/fBcxpdbA
Peru - Primera Division,20:00,Cienciano,Alianza Lima,https://redscores.com/pt-br/match/alianza-lima-cienciano/61bxNrB
Suécia - Superettan,08:00,Varberg BoIS,Oddevold,https://redscores.com/pt-br/match/oddevold-varberg-bois/PlbxPSB
Suécia - Superettan,10:00,Falkenberg,Östersunds FK,https://redscores.com/pt-br/match/ostersunds-fk-falkenberg/2Mx50
Suécia - Superettan,10:00,Västerås SK,Sandviken,https://redscores.com/pt-br/match/vasteras-sk-sandviken/EkbxzSB
Uruguai - Primera Division,13:30,Danubio,Torque,https://redscores.com/pt-br/match/danubio-torque/L5xZoA
Uruguai - Primera Division,16:00,Juventud,Nacional,https://redscores.com/pt-br/match/nacional-juventud/RGxCpb
Uruguai - Primera Division,18:30,Plaza Colonia,River Plate,https://redscores.com/pt-br/match/river-plate-plaza-colonia/PXxRub
Uruguai - Primera Division,21:00,Miramar Misiones,Defensor Sporting,https://redscores.com/pt-br/match/defensor-sporting-miramar-misiones/mFbx2Ac
Venezuela - Primera Division,18:00,Carabobo,Deportivo La Guaira,https://redscores.com/pt-br/match/carabobo-deportivo-la-guaira/1cbxVhb
Venezuela - Primera Division,18:00,Yaracuyanos,Deportivo Táchira,https://redscores.com/pt-br/match/deportivo-tachira-yaracuyanos/QHbxrCc
Venezuela - Primera Division,18:00,Monagas,Caracas,https://redscores.com/pt-br/match/monagas-caracas/vvbxQjB
