liga,hora,home,away,link_confronto
Suécia - Allsvenskan,12:30,GAIS,Norrköping,https://redscores.com/pt-br/match/gais-norrkoping/eOxc8
Finlândia - Veikkausliiga,09:00,Oulu,VPS,https://redscores.com/pt-br/match/vps-oulu/fpxLqA
Finlândia - Veikkausliiga,11:00,SJK,Ilves,https://redscores.com/pt-br/match/sjk-ilves/QGx4v
Finlândia - Veikkausliiga,11:00,KTP,Mariehamn,https://redscores.com/pt-br/match/mariehamn-ktp/6GxQgA
Argentina - Superliga,14:30,Sarmiento,Gimnasia La Plata,https://redscores.com/pt-br/match/gimnasia-la-plata-sarmiento/VDxzub
Argentina - Superliga,16:45,San Martín San Juan,Instituto,https://redscores.com/pt-br/match/instituto-san-martin-san-juan/8ubxSvb
Argentina - Superliga,19:00,Huracán,Banfield,https://redscores.com/pt-br/match/banfield-huracan/Qhxo0
Argentina - Superliga,19:00,Atlético Tucumán,Platense,https://redscores.com/pt-br/match/platense-atletico-tucuman/hubxa2b
Argentina - Superliga,21:15,Lanús,San Lorenzo,https://redscores.com/pt-br/match/san-lorenzo-lanus/qex6Tb
China - Super League,08:00,Meizhou Hakka,Qingdao Hainiu,https://redscores.com/pt-br/match/meizhou-hakka-qingdao-hainiu/OBBxj0c
China - Super League,08:35,Shandong Taishan,Yunnan Yukun,https://redscores.com/pt-br/match/shandong-taishan-yunnan-yukun/juxUfFA
Argentina - Primera B Nacional,15:30,All Boys,Los Andes,https://redscores.com/pt-br/match/all-boys-los-andes/6gbxcPgA
Argentina - Primera B Nacional,15:30,Ferro Carril Oeste,Patronato,https://redscores.com/pt-br/match/patronato-ferro-carril-oeste/H2Axf3A
Argentina - Primera B Nacional,15:30,Quilmes,Tristán Suárez,https://redscores.com/pt-br/match/quilmes-tristan-suarez/pebxa5B
Argentina - Primera B Nacional,15:30,Almagro,Club Atlético Güemes,https://redscores.com/pt-br/match/club-atletico-guemes-almagro/f1Bx34B
Argentina - Primera B Nacional,15:30,Arsenal de Sarandi,Alvarado,https://redscores.com/pt-br/match/arsenal-de-sarandi-alvarado/9rAxuGb
Argentina - Primera B Nacional,15:30,Racing Córdoba,Gimnasia y Tiro,https://redscores.com/pt-br/match/gimnasia-y-tiro-racing-cordoba/KHbxC2B
Argentina - Primera B Nacional,15:30,San Miguel,San Martín Tucumán,https://redscores.com/pt-br/match/san-martin-tucuman-san-miguel/pubxQ5B
Argentina - Primera B Nacional,15:30,Atlanta,Deportivo Maipú,https://redscores.com/pt-br/match/atlanta-deportivo-maipu/5vbxlQB
Argentina - Primera B Nacional,15:30,Colegiales,Deportivo Madryn,https://redscores.com/pt-br/match/colegiales-deportivo-madryn/fIBxPZB
Brasil - Serie B,16:00,Chapecoense,Novorizontino,https://redscores.com/pt-br/match/chapecoense-novorizontino/TFxnVA
Brasil - Serie B,18:30,Volta Redonda,Goiás,https://redscores.com/pt-br/match/goias-volta-redonda/0pbx1DB
Brasil - Serie B,20:30,Ferroviária,América Mineiro,https://redscores.com/pt-br/match/ferroviaria-america-mineiro/cUxvvA
Brasil - Serie C,17:00,Guarani,Náutico,https://redscores.com/pt-br/match/guarani-nautico/g9xjiB
Brasil - Serie C,19:30,Brusque,Ponte Preta,https://redscores.com/pt-br/match/ponte-preta-brusque/NBAxKvA
Colômbia - Liga BetPlay,16:00,Envigado,Atlético Bucaramanga,https://redscores.com/pt-br/match/atletico-bucaramanga-envigado/BGbxD7B
Colômbia - Liga BetPlay,18:10,Unión Magdalena,Rionegro Águilas,https://redscores.com/pt-br/match/rionegro-aguilas-union-magdalena/ZbxfAB
Colômbia - Liga BetPlay,22:30,Independiente Medellín,Santa Fe,https://redscores.com/pt-br/match/independiente-medellin-santa-fe/NCxAlB
Coréia do Sul - K-League 1,02:00,Gwangju,Daegu,https://redscores.com/pt-br/match/gwangju-daegu/TfAxa2A
Coréia do Sul - K League 2,02:00,Suwon Bluewings,Bucheon 1995,https://redscores.com/pt-br/match/suwon-bluewings-bucheon-1995/YtxU8A
Coréia do Sul - K League 2,02:00,Gimpo,Ansan Greeners,https://redscores.com/pt-br/match/ansan-greeners-gimpo/uuAx05c
Coréia do Sul - K League 2,04:30,Hwaseong,Incheon United,https://redscores.com/pt-br/match/incheon-united-hwaseong/O1Ax44c
Coréia do Sul - K League 2,04:30,Chungnam Asan,Cheongju,https://redscores.com/pt-br/match/chungnam-asan-cheongju/aYcxr5c
Equador - Liga Pro,16:00,Delfin,El Nacional,https://redscores.com/pt-br/match/el-nacional-delfin/3TxEub
Equador - Liga Pro,18:30,Emelec,Deportivo Cuenca,https://redscores.com/pt-br/match/deportivo-cuenca-emelec/2Ubxe2b
Equador - Liga Pro,21:00,Universidad Católica,LDU Quito,https://redscores.com/pt-br/match/ldu-quito-universidad-catolica/V3bxiDc
Estônia - Meistriliiga,08:30,Kuressaare,Paide,https://redscores.com/pt-br/match/paide-kuressaare/buAx7lb
Estônia - Meistriliiga,11:00,Tallinna Kalev,Trans,https://redscores.com/pt-br/match/tallinna-kalev-trans/8eAxTVA
Estônia - Meistriliiga,13:00,Harju Jalgpallikool,Flora,https://redscores.com/pt-br/match/flora-harju-jalgpallikool/RkbxDzcA
Inglaterra - National League,08:30,Gateshead,Boston United,https://redscores.com/pt-br/match/boston-united-gateshead/ABxJC
Inglaterra - National League,08:30,Hartlepool,York City,https://redscores.com/pt-br/match/york-city-hartlepool-united/PAxCC
Inglaterra - National League,11:00,Woking,Truro City,https://redscores.com/pt-br/match/truro-city-woking/fbxrd
Inglaterra - National League,11:00,Yeovil Town,Boreham Wood,https://redscores.com/pt-br/match/yeovil-town-boreham-wood/Icxli
Inglaterra - National League,11:00,Southend United,Aldershot Town,https://redscores.com/pt-br/match/southend-united-aldershot-town/2AxFB
Inglaterra - National League,11:00,Tamworth,Morecambe,https://redscores.com/pt-br/match/tamworth-morecambe/Vbxug
Inglaterra - National League,11:00,Halifax Town,Brackley Town,https://redscores.com/pt-br/match/halifax-town-brackley-town/Ufxkh
Inglaterra - National League,11:00,Braintree Town,Sutton,https://redscores.com/pt-br/match/sutton-united-braintree-town/BCxRH
Inglaterra - National League,11:00,Wealdstone,Altrincham,https://redscores.com/pt-br/match/wealdstone-altrincham/ecxdj
Inglaterra - National League,11:00,Eastleigh,Solihull Moors,https://redscores.com/pt-br/match/eastleigh-solihull-moors/NBx3i
Inglaterra - National League,11:00,Forest Green,Rochdale,https://redscores.com/pt-br/match/forest-green-rovers-rochdale/4bx6B
Inglaterra - National League,13:30,Scunthorpe,Carlisle,https://redscores.com/pt-br/match/scunthorpe-united-carlisle-united/uAxMC
Islândia - Pepsideild,11:00,KR,Afturelding,https://redscores.com/pt-br/match/kr-afturelding/Fkbxgzb
Islândia - Pepsideild,11:00,ÍBV,ÍA,https://redscores.com/pt-br/match/ibv-ia/9GxYk
Islândia - Pepsideild,17:00,Valur,Stjarnan,https://redscores.com/pt-br/match/valur-stjarnan/AYxjkb
Japão - J-League,01:00,Shimizu S-Pulse,Tokyo,https://redscores.com/pt-br/match/tokyo-shimizu-s-pulse/9YxB9
Japão - J-League,01:30,Nagoya Grampus,Cerezo Osaka,https://redscores.com/pt-br/match/cerezo-osaka-nagoya-grampus/R8xHKb
Japão - J-League,02:00,Albirex Niigata,Fagiano Okayama,https://redscores.com/pt-br/match/albirex-niigata-fagiano-okayama/e8x8RA
Japão - J-League,03:00,Avispa Fukuoka,Yokohama,https://redscores.com/pt-br/match/yokohama-avispa-fukuoka/bUxHy
Japão - J-League,04:00,Sanfrecce Hiroshima,Machida Zelvia,https://redscores.com/pt-br/match/machida-zelvia-sanfrecce-hiroshima/pobxS7B
Japão - J-League,05:00,Urawa Reds,Vissel Kobe,https://redscores.com/pt-br/match/urawa-reds-vissel-kobe/scxmbA
Japão - J-League,05:30,Kashiwa Reysol,Yokohama F. Marinos,https://redscores.com/pt-br/match/kashiwa-reysol-yokohama-f-marinos/3cxFW
Japão - J-League,07:00,Kyoto Sanga,Kawasaki Frontale,https://redscores.com/pt-br/match/kyoto-sanga-kawasaki-frontale/q6xPBA
Japão - J2-League,02:00,Consadole Sapporo,Montedio Yamagata,https://redscores.com/pt-br/match/consadole-sapporo-montedio-yamagata/AwxF9B
Japão - J2-League,02:00,Fujieda MYFC,Kataller Toyama,https://redscores.com/pt-br/match/kataller-toyama-fujieda-myfc/yycxQ4c
Japão - J2-League,02:00,JEF United,V-Varen Nagasaki,https://redscores.com/pt-br/match/jef-united-v-varen-nagasaki/0eAxVUb
Japão - J2-League,03:00,Vegalta Sendai,Omiya Ardija,https://redscores.com/pt-br/match/omiya-ardija-vegalta-sendai/kCx9IB
Japão - J2-League,04:00,Ventforet Kofu,Júbilo Iwata,https://redscores.com/pt-br/match/ventforet-kofu-jubilo-iwata/iMxUCb
Lituânia - A Lyga,13:00,Dainava,Kauno Žalgiris,https://redscores.com/pt-br/match/kauno-zalgiris-dainava/GHxdmb
Lituânia - A Lyga,14:30,Trakai,Sūduva,https://redscores.com/pt-br/match/suduva-trakai/lRAxBvA
Noruega - Obos-Ligaen,11:00,Ranheim,Egersund,https://redscores.com/pt-br/match/ranheim-egersund/jixFZb
Noruega - Obos-Ligaen,11:00,Start,Raufoss,https://redscores.com/pt-br/match/start-raufoss/0wxHZb
Noruega - Obos-Ligaen,11:00,Kongsvinger,Skeid,https://redscores.com/pt-br/match/kongsvinger-skeid/p3AxEGB
Noruega - Obos-Ligaen,11:00,Åsane,Mjøndalen,https://redscores.com/pt-br/match/mjondalen-asane/rLxScA
Noruega - Obos-Ligaen,11:00,Lillestrøm,Hødd,https://redscores.com/pt-br/match/hodd-lillestrom/4MxEU
Noruega - Obos-Ligaen,11:00,Aalesund,Sogndal,https://redscores.com/pt-br/match/aalesund-sogndal/NdxGLb
Peru - Primera Division,15:00,Los Chankas,Cusco FC,https://redscores.com/pt-br/match/los-chankas-cusco-fc/g1Ax66b
Peru - Primera Division,17:15,ADT,Sporting Cristal,https://redscores.com/pt-br/match/sporting-cristal-adt/y1bxokBA
Peru - Primera Division,21:00,Sport Boys,Sport Huancayo,https://redscores.com/pt-br/match/sport-huancayo-sport-boys/6lBxogc
Suécia - Superettan,08:00,Östersunds FK,Västerås SK,https://redscores.com/pt-br/match/ostersunds-fk-vasteras-sk/2MxEkb
Suécia - Superettan,08:00,Landskrona,Varberg BoIS,https://redscores.com/pt-br/match/landskrona-varberg-bois/bExPSB
Suécia - Superettan,10:00,Brage,Kalmar,https://redscores.com/pt-br/match/kalmar-brage/CDxvKb
Suécia - Superettan,10:00,Umeå,Helsingborg,https://redscores.com/pt-br/match/helsingborg-umea/XexMRA
Uruguai - Primera Division,15:30,Boston River,Juventud,https://redscores.com/pt-br/match/boston-river-juventud/yoAxCpb
Uruguai - Primera Division,18:00,Nacional,Cerro Largo,https://redscores.com/pt-br/match/nacional-cerro-largo/RGxNU
Venezuela - Primera Division,20:00,Deportivo Táchira,Carabobo,https://redscores.com/pt-br/match/carabobo-deportivo-tachira/1cbxQHb
Venezuela - Primera Division,20:00,Deportivo La Guaira,Zamora Fútbol Club,https://redscores.com/pt-br/match/deportivo-la-guaira-zamora-futbol-club/Vhbxfqb
Inglaterra - League One,08:30,Wycombe,Barnsley,https://redscores.com/pt-br/match/barnsley-wycombe-wanderers/3xaB
Inglaterra - League One,08:30,Doncaster,Burton,https://redscores.com/pt-br/match/burton-albion-doncaster-rovers/obx1B
Inglaterra - League One,11:00,Lincoln,Exeter,https://redscores.com/pt-br/match/exeter-city-lincoln-city/bBxaC
Inglaterra - League One,11:00,Plymouth,Wigan,https://redscores.com/pt-br/match/wigan-athletic-plymouth-argyle/IxzA
Inglaterra - League One,11:00,Cardiff,Leyton Orient,https://redscores.com/pt-br/match/cardiff-city-leyton-orient/eAxZc
Inglaterra - League One,11:00,Huddersfield,Stockport County,https://redscores.com/pt-br/match/stockport-county-huddersfield-town/CcxDc
Inglaterra - League One,11:00,Stevenage,Luton,https://redscores.com/pt-br/match/luton-town-stevenage/3AxVd
Inglaterra - League One,11:00,Blackpool,Wimbledon,https://redscores.com/pt-br/match/blackpool-afc-wimbledon/ox6c
Inglaterra - League One,11:00,Port Vale,Northampton,https://redscores.com/pt-br/match/northampton-town-port-vale/tBxVC
Inglaterra - League One,11:00,Bolton,Peterborough,https://redscores.com/pt-br/match/bolton-wanderers-peterborough-united/ixfc
Inglaterra - League One,11:00,Reading,Mansfield,https://redscores.com/pt-br/match/reading-mansfield-town/LxvB
Inglaterra - League Two,08:30,MK Dons,Gillingham,https://redscores.com/pt-br/match/gillingham-milton-keynes-dons/bCxsC
Inglaterra - League Two,08:30,Newport,Swindon,https://redscores.com/pt-br/match/newport-county-swindon-town/FAxUc
Inglaterra - League Two,11:00,Barnet,Accrington,https://redscores.com/pt-br/match/barnet-accrington-stanley/GCxOd
Inglaterra - League Two,11:00,Colchester,Chesterfield,https://redscores.com/pt-br/match/colchester-united-chesterfield/GAxcc
Inglaterra - League Two,11:00,Notts County,Oldham,https://redscores.com/pt-br/match/notts-county-oldham-athletic/SAxRB
Inglaterra - League Two,11:00,Bromley,Tranmere,https://redscores.com/pt-br/match/tranmere-rovers-bromley/jBx1c
Inglaterra - League Two,11:00,Cambridge,Crawley,https://redscores.com/pt-br/match/crawley-town-cambridge-united/lBxzB
Inglaterra - League Two,11:00,Walsall,Bristol Rovers,https://redscores.com/pt-br/match/walsall-bristol-rovers/HAxyB
Inglaterra - League Two,11:00,Salford,Grimsby Town,https://redscores.com/pt-br/match/salford-city-grimsby-town/DbxHB
Inglaterra - League Two,11:00,Barrow,Shrewsbury,https://redscores.com/pt-br/match/shrewsbury-town-barrow/qbxGd
Inglaterra - League Two,11:00,Cheltenham,Fleetwood,https://redscores.com/pt-br/match/fleetwood-town-cheltenham-town/gCxXC
