liga,hora,home,away,link_confronto
Equador - Liga Pro,18:00,LDU Quito,Universidad Católica,https://redscores.com/pt-br/match/ldu-quito-universidad-catolica/V3bxiDc
Equador - Liga Pro,18:00,Deportivo Cuenca,Barcelona Guayaquil,https://redscores.com/pt-br/match/barcelona-guayaquil-deportivo-cuenca/WDx2Ub
Equador - Liga Pro,18:00,Macará,Libertad,https://redscores.com/pt-br/match/macara-libertad/JkBxJDEA
Equador - Liga Pro,18:00,Emelec,El Nacional,https://redscores.com/pt-br/match/el-nacional-emelec/3Txe2b
Equador - Liga Pro,18:00,Aucas,Orense,https://redscores.com/pt-br/match/aucas-orense/cGbxtGu
Estônia - Meistriliiga,08:30,Nõmme Kalju,Levadia,https://redscores.com/pt-br/match/levadia-nomme-kalju/eFAxwXA
Estônia - Meistriliiga,11:00,Vaprus,Tallinna Kalev,https://redscores.com/pt-br/match/vaprus-tallinna-kalev/1Xx8eA
Islândia - Pepsideild,13:00,ÍBV,Afturelding,https://redscores.com/pt-br/match/ibv-afturelding/9Gxgzb
Islândia - Pepsideild,13:15,KA,KR,https://redscores.com/pt-br/match/ka-kr/C8AxFkb
Islândia - Pepsideild,16:15,Stjarnan,FH,https://redscores.com/pt-br/match/stjarnan-fh/jkbxZYb
Islândia - Pepsideild,16:15,Víkingur Reykjavík,Fram,https://redscores.com/pt-br/match/vikingur-reykjavik-fram/cwxaRA
Lituânia - A Lyga,11:00,Kauno Žalgiris,Džiugas Telšiai,https://redscores.com/pt-br/match/kauno-zalgiris-dziugas-telsiai/GHx10
Lituânia - A Lyga,11:00,Panevėžys,Hegelmann Litauen,https://redscores.com/pt-br/match/panevezys-hegelmann-litauen/8fbxhBB
Lituânia - A Lyga,12:25,Banga,Sūduva,https://redscores.com/pt-br/match/suduva-banga/lRAxyFb
Noruega - Obos-Ligaen,12:00,Lyn,Sogndal,https://redscores.com/pt-br/match/sogndal-lyn/GLbxYFB
Noruega - Obos-Ligaen,12:00,Kongsvinger,Egersund,https://redscores.com/pt-br/match/kongsvinger-egersund/p3AxFZb
Noruega - Obos-Ligaen,12:00,Stabæk,Raufoss,https://redscores.com/pt-br/match/stabaek-raufoss/6DxHZb
Paraguai - Division 1,16:30,Guaraní,Nacional Asunción,https://redscores.com/pt-br/match/nacional-asuncion-guarani/B6xZFc
Paraguai - Division 1,19:00,Libertad,2 de Mayo,https://redscores.com/pt-br/match/libertad-2-de-mayo/b7bxfBc
Peru - Primera Division,15:00,Melgar,Los Chankas,https://redscores.com/pt-br/match/melgar-los-chankas/MBxg1A
Peru - Primera Division,17:15,Juan Pablo II College,Sporting Cristal,https://redscores.com/pt-br/match/sporting-cristal-juan-pablo-ii-college/y1bxwyFA
Peru - Primera Division,19:30,Sport Huancayo,Cienciano,https://redscores.com/pt-br/match/sport-huancayo-cienciano/6lBxNrB
Peru - Primera Division,22:00,Alianza Lima,Comerciantes Unidos,https://redscores.com/pt-br/match/alianza-lima-comerciantes-unidos/61bx5hB
Uruguai - Primera Division,10:30,Progreso,Wanderers,https://redscores.com/pt-br/match/wanderers-progreso/ODxPgb
Uruguai - Primera Division,13:00,Cerro,Miramar Misiones,https://redscores.com/pt-br/match/cerro-miramar-misiones/m4x2Ac
Uruguai - Primera Division,15:30,River Plate,Racing,https://redscores.com/pt-br/match/river-plate-racing/PXxkPA
Uruguai - Primera Division,18:30,Peñarol,Juventud,https://redscores.com/pt-br/match/penarol-juventud/w3xCpb
Venezuela - Primera Division,18:00,Deportivo La Guaira,Yaracuyanos,https://redscores.com/pt-br/match/deportivo-la-guaira-yaracuyanos/VhbxrCc
Venezuela - Primera Division,20:30,Deportivo Táchira,Academia Puerto Cabello,https://redscores.com/pt-br/match/deportivo-tachira-academia-puerto-cabello/QHbxGjc
